City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
335,Hasaki,JP,35.73,140.83,55.4,76,40,11.41,scattered clouds
336,Samarai,PG,-10.62,150.67,80.04,84,63,16.67,moderate rain
337,Wewak,PG,-3.55,143.63,78.44,77,100,1.03,overcast clouds
338,Dalvik,IS,65.97,-18.53,30.2,86,0,3.36,clear sky
339,Khuzdar,PK,27.74,66.64,58.62,33,0,1.52,clear sky
340,Henties Bay,NA,-22.12,14.28,61.0,87,10,13.18,clear sky
341,Bubaque,GW,11.28,-15.83,85.12,73,40,12.39,scattered clouds
342,Ambilobe,MG,-13.2,49.05,78.37,71,97,11.39,overcast clouds
343,Chimbote,PE,-9.09,-78.58,68.04,68,19,14.03,few clouds
344,Lata,PT,40.16,-8.33,63.0,85,56,3.8,broken clouds
345,Grindavik,IS,63.84,-22.43,39.2,93,75,19.46,broken clouds
346,Pontalina,BR,-17.52,-49.45,91.72,34,100,8.59,light rain
347,Sao Joao Da Barra,BR,-21.64,-41.05,86.0,66,40,11.41,scattered clouds
348,Warri,NG,5.52,5.75,78.4,87,95,5.03,light rain
349,Finschhafen,PG,-6.6,147.87,80.01,75,99,5.48,overcast clouds
350,Udgir,IN,18.38,77.12,61.63,60,0,5.06,clear sky
351,Kaeo,NZ,-35.1,173.78,51.01,94,24,8.55,few clouds
352,Awbari,LY,26.59,12.78,62.35,41,0,6.26,clear sky
353,Deogarh,IN,21.53,84.73,64.04,59,0,3.2,clear sky
354,Bhanpuri,IN,21.1,80.92,63.61,44,0,2.93,light rain
355,Kuldur,RU,49.22,131.63,9.1,91,87,5.84,overcast clouds
356,Baykit,RU,61.67,96.37,30.88,96,100,4.7,overcast clouds
357,Along,IN,28.17,94.77,56.8,58,0,1.92,clear sky
358,Porteirinha,BR,-15.74,-43.03,87.4,45,75,8.34,broken clouds
359,Yokadouma,CM,3.52,15.05,73.15,88,69,2.51,broken clouds
360,Isangel,VU,-19.55,169.27,75.34,84,62,15.77,broken clouds
361,Byron Bay,AU,-28.65,153.62,66.2,55,90,8.05,overcast clouds
362,Monzon,ES,41.91,0.19,55.4,93,82,1.12,mist
363,Ibra,OM,22.69,58.53,68.47,70,31,0.74,scattered clouds
364,Toktogul,KG,41.87,72.94,53.08,40,82,0.54,broken clouds
365,Jiazi,CN,22.88,116.07,69.06,61,24,16.33,few clouds
366,Makinsk,KZ,52.63,70.42,34.34,88,79,17.9,broken clouds
367,Mandalgovi,MN,45.76,106.27,26.11,86,0,3.87,clear sky
368,Charlestown,AU,-32.95,151.67,59.0,82,68,1.88,broken clouds
369,Senneterre,CA,48.38,-77.23,60.8,67,20,11.41,few clouds
370,Fort Nelson,CA,58.81,-122.7,6.8,84,20,4.7,few clouds
371,Deputatskiy,RU,69.3,139.9,-13.7,91,96,3.33,overcast clouds
372,Coihaique,CL,-45.58,-72.07,73.4,35,0,5.82,clear sky
373,Catamarca,AR,-28.47,-65.79,88.0,33,49,1.99,scattered clouds
374,Worthing,GB,50.81,-0.37,57.99,100,75,4.7,light intensity drizzle
375,Naze,JP,28.37,129.48,69.8,64,92,17.22,overcast clouds
376,Hofn,IS,64.25,-15.21,33.8,74,0,6.93,clear sky
377,Voznesenskaya,RU,44.55,41.03,44.87,71,0,4.09,clear sky
378,Ferrol,ES,43.48,-8.24,59.0,82,20,6.93,few clouds
379,Kalmunai,LK,7.42,81.82,81.3,80,57,7.81,heavy intensity rain
380,Opuwo,NA,-18.06,13.84,79.21,25,34,10.58,scattered clouds
381,Soyaux,FR,45.65,0.2,60.01,77,0,4.7,clear sky
382,Rawson,AR,-43.3,-65.1,80.71,26,90,12.17,overcast clouds
383,Samoded,RU,63.61,40.51,35.24,86,100,15.82,overcast clouds
384,Umm Kaddadah,SD,13.6,26.69,80.67,20,0,8.05,clear sky
385,Jaguey Grande,CU,22.53,-81.13,77.0,100,90,5.82,overcast clouds
386,Karasjok,NO,69.47,25.51,33.8,69,75,25.28,broken clouds
387,Axim,GH,4.87,-2.24,79.29,84,100,9.95,moderate rain
388,Mombasa,KE,-4.05,39.66,77.0,94,40,9.71,scattered clouds
389,Saint George,US,37.1,-113.58,45.0,56,90,10.29,overcast clouds
390,Hastings,GB,50.86,0.57,57.0,88,91,3.0,overcast clouds
391,Qingyuan,CN,23.7,113.03,71.6,28,0,15.66,clear sky
392,Mezen,RU,65.85,44.24,34.03,94,95,5.73,overcast clouds
393,Rudbar,AF,30.15,62.6,66.38,22,10,6.46,clear sky
394,Fortuna,US,40.6,-124.16,48.0,81,75,12.75,broken clouds
395,Grand Gaube,MU,-20.01,57.66,73.99,79,0,5.01,clear sky
396,Actopan,MX,20.27,-98.93,72.45,34,44,5.79,scattered clouds
397,Cananeia,BR,-25.01,-47.93,74.34,65,0,7.99,clear sky
398,Kruisfontein,ZA,-34.0,24.73,60.01,89,31,8.01,scattered clouds
399,Palaikastron,GR,35.2,26.25,64.99,63,0,11.99,clear sky
400,Riyadh,SA,24.69,46.72,78.8,34,0,4.7,clear sky
401,Ilulissat,GL,69.22,-51.1,12.2,56,75,17.22,broken clouds
402,Lesosibirsk,RU,58.24,92.48,36.68,84,83,6.71,broken clouds
403,Honningsvag,NO,70.98,25.97,35.6,80,75,12.75,shower rain
404,Jalu,LY,29.03,21.55,71.53,48,96,8.63,overcast clouds
405,Dukat,RU,62.55,155.55,-10.19,89,97,4.09,overcast clouds
406,Sakaiminato,JP,35.55,133.23,53.6,81,75,8.05,broken clouds
407,Arman,RU,59.7,150.17,6.42,86,85,16.11,overcast clouds
408,Abong Mbang,CM,3.98,13.18,70.68,71,13,1.63,few clouds
409,Blind River,CA,46.18,-82.96,64.4,67,1,9.17,clear sky
410,Malakal,SS,9.53,31.66,81.39,30,0,3.2,clear sky
411,Kargasok,RU,59.06,80.86,40.42,83,100,15.86,overcast clouds
412,Salinas,US,36.68,-121.66,55.4,54,75,24.16,broken clouds
413,Mount Isa,AU,-20.73,139.5,68.0,22,41,10.51,scattered clouds
414,Skowhegan,US,44.77,-69.72,61.0,71,90,3.36,overcast clouds
415,Santa Rosa,PH,14.31,121.11,80.6,88,20,4.7,few clouds
416,Coquimbo,CL,-29.95,-71.34,62.6,72,75,10.29,broken clouds
417,Toshkivka,UA,48.78,38.58,48.83,82,12,11.68,few clouds
418,Ketchikan,US,55.34,-131.65,35.6,71,75,4.7,broken clouds
419,Catuday,PH,16.29,119.81,80.19,80,100,11.05,moderate rain
420,Bani Walid,LY,31.76,13.99,64.06,66,34,8.63,scattered clouds
421,Bunia,CD,1.57,30.25,64.29,89,21,1.59,light rain
422,Mount Gambier,AU,-37.83,140.77,48.2,100,61,4.7,broken clouds
423,Pindushi,RU,62.92,34.58,32.79,89,7,12.03,clear sky
424,Egvekinot,RU,66.32,-179.17,13.53,94,68,7.99,broken clouds
425,Kysyl-Syr,RU,63.9,122.76,-9.54,90,12,3.96,few clouds
426,Stolin,BY,51.89,26.85,44.22,89,50,4.92,scattered clouds
427,Mayskiy,RU,47.69,40.1,48.2,93,0,11.18,clear sky
428,Novodugino,RU,55.63,34.28,43.9,80,93,9.84,overcast clouds
429,Kabinda,CD,-6.13,24.48,71.29,89,46,1.79,scattered clouds
430,Acapulco,MX,16.86,-99.89,87.8,66,5,6.17,clear sky
431,Shache,CN,38.42,77.24,34.93,64,75,1.3,broken clouds
432,Omsukchan,RU,62.53,155.8,-6.2,87,100,4.56,overcast clouds
433,Rundu,NA,-17.93,19.77,76.14,49,84,3.94,broken clouds
434,Saint-Francois,FR,46.42,3.91,59.0,77,90,2.24,overcast clouds
435,Roald,NO,62.58,6.13,46.4,93,75,9.17,broken clouds
436,Locri,IT,38.24,16.26,66.2,72,20,12.75,few clouds
437,Duncan,US,34.5,-97.96,73.99,64,75,24.16,broken clouds
438,Naberera,TZ,-4.2,36.93,67.75,76,56,14.47,light rain
439,Bereda,ES,43.27,-7.54,55.99,97,25,8.01,scattered clouds
440,Mitsamiouli,KM,-11.38,43.28,80.06,81,75,11.32,light rain
441,Langsa,ID,4.47,97.97,75.97,89,100,3.4,light rain
442,Alyangula,AU,-13.85,136.42,77.0,94,7,7.11,clear sky
443,Goundam,ML,16.41,-3.67,87.89,12,0,8.7,clear sky
444,Yamada,JP,39.47,141.95,40.96,67,0,9.22,clear sky
445,Rio Grande,BR,-32.03,-52.1,77.0,65,40,14.99,scattered clouds
446,Quatre Cocos,MU,-20.21,57.76,73.99,94,75,6.93,broken clouds
447,Dhidhdhoo,MV,6.88,73.1,83.71,73,53,6.78,broken clouds
448,Miercurea-Ciuc,RO,46.35,25.8,43.0,91,0,1.05,clear sky
449,Bathsheba,BB,13.22,-59.52,87.8,70,40,17.22,scattered clouds
450,Dongsheng,CN,39.82,109.98,31.15,85,0,1.74,clear sky
451,Tevriz,RU,57.51,72.4,33.37,92,100,14.54,overcast clouds
452,Ugoofaaru,MV,5.67,73.0,83.8,76,64,11.12,light rain
453,Miles City,US,46.41,-105.84,30.2,86,90,20.8,light snow
454,Asau,RO,46.43,26.4,43.0,91,0,2.46,clear sky
455,Palau,PW,7.5,134.62,80.6,78,90,12.75,overcast clouds
456,Tolaga Bay,NZ,-38.37,178.3,57.2,88,92,6.06,overcast clouds
457,Auki,SB,-8.77,160.7,77.07,83,19,3.31,few clouds
458,Iqaluit,CA,63.75,-68.51,19.4,73,75,10.29,broken clouds
459,Acari,PE,-15.43,-74.62,75.69,44,59,10.38,broken clouds
460,Newcastleton,GB,55.18,-2.81,48.2,100,100,8.05,overcast clouds
461,Poronaysk,RU,49.22,143.12,24.28,86,28,10.0,scattered clouds
462,Hambantota,LK,6.12,81.12,80.8,75,44,1.16,scattered clouds
463,Port Hardy,CA,50.7,-127.42,42.8,69,20,4.7,few clouds
464,Tshela,CD,-4.98,12.93,74.62,94,100,3.38,overcast clouds
465,Kangaatsiaq,GL,68.31,-53.46,14.72,89,80,7.02,broken clouds
466,Aleksandrovskiy Zavod,RU,50.92,117.94,8.8,89,33,2.3,scattered clouds
467,Nha Trang,VN,12.25,109.18,82.4,69,40,19.46,scattered clouds
468,Saint-Pierre,RE,-21.34,55.48,75.2,78,0,14.99,clear sky
469,Mehamn,NO,71.04,27.85,35.6,80,75,12.75,shower rain
470,Umarkhed,IN,19.6,77.7,62.62,56,0,1.52,clear sky
471,Tupik,RU,54.43,119.93,1.42,88,0,2.42,clear sky
472,Vardo,NO,70.37,31.11,33.8,86,0,33.33,clear sky
473,South Lake Tahoe,US,38.93,-119.98,26.01,85,90,8.57,fog
474,Moindou,NC,-21.69,165.68,66.2,82,0,2.24,clear sky
475,San Policarpo,PH,12.18,125.51,77.67,87,94,6.2,light rain
476,Brewster,US,41.4,-73.62,73.99,37,1,3.36,clear sky
477,Jinxiang,CN,27.43,120.61,59.95,58,12,16.82,few clouds
478,Broken Hill,AU,-31.95,141.43,66.2,25,76,9.17,broken clouds
479,Montepuez,MZ,-13.13,39.0,77.81,67,43,10.98,scattered clouds
480,Matara,LK,5.95,80.54,78.39,82,84,1.92,light rain
481,Elk River,US,45.3,-93.57,68.0,63,0,1.99,clear sky
482,Merauke,ID,-8.47,140.33,79.38,86,87,10.38,light rain
483,Ulaanbaatar,MN,47.91,106.88,10.4,85,0,2.24,clear sky
484,Krasnoselkup,RU,65.7,82.47,32.52,98,100,8.01,overcast clouds
485,Nishihara,JP,26.18,127.76,73.4,60,75,12.75,light rain
486,Khandyga,RU,62.67,135.6,-14.67,88,76,2.1,broken clouds
487,Maraba,BR,-5.37,-49.12,95.0,50,40,6.93,scattered clouds
488,Klyuchi,RU,52.27,79.17,46.33,57,100,11.01,overcast clouds
489,Reserva,BR,-24.65,-50.85,89.73,23,0,4.12,clear sky
490,Rohri,PK,27.69,68.9,69.8,73,0,3.85,haze
491,Bairiki,KI,1.33,172.98,80.6,78,75,6.93,broken clouds
492,Gelemso,ET,8.82,40.52,62.6,76,92,3.09,light rain
493,Havre-Saint-Pierre,CA,50.23,-63.6,30.2,54,1,8.05,clear sky
494,Antalaha,MG,-14.9,50.28,74.12,88,94,9.69,light rain
495,Manta,EC,-0.95,-80.73,80.6,65,75,9.17,broken clouds
496,Sneek,NL,53.03,5.66,50.0,89,6,5.99,clear sky
497,Morehead,US,37.27,-87.18,81.0,36,1,6.93,clear sky
498,Roma,US,43.21,-75.46,68.0,42,1,4.7,clear sky
499,Tupancireta,BR,-29.08,-53.84,82.6,47,84,8.97,broken clouds
500,Ust-Tsilma,RU,65.44,52.15,30.38,97,99,7.16,overcast clouds
501,Wenling,CN,28.37,121.36,53.01,79,0,11.83,clear sky
502,Mubi,NG,10.27,13.26,78.67,31,50,3.49,scattered clouds
503,Carman,CA,49.5,-98.0,41.0,80,100,10.29,overcast clouds
504,Banda Aceh,ID,5.56,95.32,79.14,80,95,2.48,overcast clouds
505,Najran,SA,17.49,44.13,75.2,22,0,6.93,clear sky
506,Chabahar,IR,25.29,60.64,77.67,75,0,7.4,clear sky
507,Fallon,US,39.47,-118.78,33.8,80,40,8.05,scattered clouds
508,Ginda,IN,30.69,78.49,49.06,48,0,4.09,clear sky
509,Mondolfo,IT,43.75,13.1,54.0,100,52,4.7,mist
510,Astana,KZ,51.18,71.45,35.6,93,90,17.9,overcast clouds
511,Pochutla,MX,15.74,-96.47,90.0,58,40,5.97,scattered clouds
512,Oltu,TR,40.55,42.0,42.73,64,0,2.24,clear sky
513,Southbridge,US,42.08,-72.03,75.0,28,9,2.91,clear sky
514,Anton Lizardo,MX,19.05,-95.98,82.99,69,40,4.05,scattered clouds
515,Qaqortoq,GL,60.72,-46.03,33.8,80,90,4.7,light rain and snow
516,Kahului,US,20.89,-156.47,78.8,65,1,16.11,clear sky
517,Nelson Bay,AU,-32.72,152.15,55.0,93,75,4.7,broken clouds
518,Saint Anthony,US,45.02,-93.22,69.01,59,1,21.92,clear sky
519,Shizunai,JP,42.33,142.37,45.1,73,96,28.57,overcast clouds
520,Strezhevoy,RU,60.73,77.59,32.0,97,90,6.71,light snow
521,Kushima,JP,31.46,131.23,50.0,66,20,3.36,few clouds
522,Tateyama,JP,34.98,139.87,60.01,30,48,3.0,scattered clouds
523,Yashalta,RU,46.34,42.28,48.16,64,0,9.93,clear sky
524,Natal,BR,-5.79,-35.21,84.2,70,40,21.92,shower rain
525,Sur,OM,22.57,59.53,76.68,65,0,4.18,clear sky
526,Vostok,RU,46.49,135.88,18.05,98,100,5.21,light snow
527,Bijawar,IN,24.63,79.5,63.07,30,0,1.39,clear sky
528,North Bend,US,43.41,-124.22,44.6,75,75,4.7,broken clouds
529,San Ramon De La Nueva Oran,AR,-23.13,-64.33,99.0,26,19,1.99,few clouds
530,Shubarkuduk,KZ,49.14,56.49,39.79,71,94,20.42,overcast clouds
531,Dese,ET,11.13,39.63,51.84,60,46,1.16,scattered clouds
532,Xifeng,CN,42.74,124.72,24.76,77,14,6.49,few clouds
533,Nieuw Amsterdam,SR,5.88,-55.08,91.4,55,40,5.82,scattered clouds
534,Birjand,IR,32.87,59.22,51.8,21,0,6.93,clear sky
535,Gao,ML,16.64,1.64,82.81,14,4,9.48,clear sky
536,Emba,KZ,48.83,58.14,37.94,76,95,19.57,overcast clouds
537,Puerto Ayacucho,VE,5.66,-67.62,85.71,67,90,2.64,overcast clouds
538,Sri Aman,MY,1.24,111.46,75.2,94,100,2.24,moderate rain
539,Sabya,SA,17.15,42.63,87.8,62,0,8.05,clear sky
540,Leh,IN,34.17,77.58,32.16,59,0,0.74,clear sky
541,Paamiut,GL,61.99,-49.67,25.81,87,100,42.52,overcast clouds
542,Mtwara,TZ,-10.27,40.18,78.8,83,20,6.93,few clouds
543,Lake Havasu City,US,34.48,-114.32,59.0,42,1,17.22,clear sky
544,Porangatu,BR,-13.44,-49.15,91.89,42,52,6.44,broken clouds
545,Orapa,BW,-21.28,25.37,85.57,32,88,1.92,light rain
546,Freeport,US,40.66,-73.58,75.2,33,1,1.14,clear sky
547,Vershino-Darasunskiy,RU,52.35,115.52,11.89,94,89,1.74,overcast clouds
548,Shimoda,JP,34.67,138.95,52.0,86,0,15.82,clear sky
549,Taoudenni,ML,22.68,-3.98,85.57,13,100,5.39,overcast clouds
550,Itiuba,BR,-10.69,-39.85,85.98,49,72,11.23,broken clouds
551,Manzanillo,CU,20.34,-77.12,82.99,80,100,16.82,overcast clouds
552,Swan River,CA,52.11,-101.27,21.2,92,100,12.75,light rain
553,Bourg-Les-Valence,FR,44.96,4.91,57.2,93,90,3.36,overcast clouds
554,Trollhattan,SE,58.23,12.42,48.2,81,13,6.93,few clouds
555,Barentu,ER,15.11,37.59,78.8,32,7,5.08,clear sky
556,Tabou,CI,4.42,-7.35,80.01,83,79,7.31,light rain
557,Corn Island,NI,12.17,-83.04,82.87,75,7,9.15,clear sky
558,Itaituba,BR,-4.28,-55.98,95.0,53,40,5.82,scattered clouds
559,Sorkjosen,NO,69.8,20.93,33.8,74,75,13.87,light rain
560,Springfield,US,37.22,-93.3,70.0,82,90,16.11,overcast clouds
561,Hualmay,PE,-11.1,-77.61,69.17,63,80,11.88,broken clouds
562,Murwillumbah,AU,-28.32,153.4,64.0,72,90,5.82,overcast clouds
563,Kamarion,GR,36.8,25.82,64.4,59,20,9.17,few clouds
564,Teluknaga,ID,-6.1,106.64,78.8,78,20,2.24,haze
565,Zyryanka,RU,65.75,150.85,-3.8,92,99,6.76,overcast clouds
566,Sain Alto,MX,23.58,-103.25,71.71,23,0,4.92,clear sky
567,Villacarrillo,ES,38.12,-3.08,57.0,87,65,1.52,broken clouds
568,Salumbar,IN,24.13,74.05,69.82,30,0,4.56,clear sky
569,Hay River,CA,60.82,-115.8,14.0,78,1,5.82,clear sky
570,Jining,CN,35.41,116.58,52.0,1,0,4.45,clear sky
571,Tabory,RU,58.52,64.55,31.24,97,100,7.94,overcast clouds
572,Soyo,AO,-6.13,12.37,78.85,84,78,10.29,broken clouds
573,Vaitape,PF,-16.52,-151.75,79.25,75,0,13.24,light rain
574,Otjiwarongo,NA,-20.46,16.65,89.6,14,37,8.05,scattered clouds
575,Alofi,NU,-19.06,-169.92,66.2,100,8,4.7,clear sky
576,Canyon Lake,US,29.88,-98.26,75.0,74,66,5.01,broken clouds
577,Hurghada,EG,27.26,33.81,77.0,47,0,3.36,clear sky
578,Igrim,RU,63.19,64.42,28.45,98,90,0.98,overcast clouds
579,Havoysund,NO,71.0,24.66,35.6,80,75,12.75,shower rain
580,Boden,SE,65.83,21.69,35.6,74,0,3.36,clear sky
581,Maragogi,BR,-9.01,-35.22,80.31,73,36,11.68,scattered clouds
582,Mengcheng,CN,33.26,116.57,51.22,47,0,5.75,clear sky
583,Kropotkin,RU,45.44,40.58,48.29,64,0,6.11,clear sky
584,Imeni Poliny Osipenko,RU,52.42,136.49,7.86,87,71,5.88,broken clouds
585,Bilma,NE,18.69,12.92,70.2,32,0,3.15,clear sky
586,Mequon,US,43.24,-87.98,66.99,63,90,8.05,overcast clouds
587,Praia,CV,14.92,-23.51,84.2,62,40,19.46,scattered clouds
588,Adeje,ES,28.12,-16.73,73.99,64,20,12.75,few clouds
589,Vila Velha,BR,-20.33,-40.29,84.2,74,20,19.46,few clouds
590,Sorong,ID,-0.88,131.25,79.59,82,100,3.56,overcast clouds
591,Ankpa,NG,7.37,7.63,79.66,60,82,1.36,broken clouds
592,Mugur-Aksy,RU,50.35,90.5,20.8,87,0,6.87,clear sky
593,Perth,AU,-31.93,115.83,60.01,93,20,4.7,few clouds
594,Vao,NC,-22.67,167.48,71.69,73,0,14.81,clear sky
595,Beihai,CN,21.48,109.1,70.38,58,24,16.8,few clouds
596,Lac Du Bonnet,CA,50.25,-96.06,44.6,87,97,4.7,overcast clouds
597,Sorland,NO,67.67,12.69,44.6,87,75,29.97,shower rain
598,Quang Ngai,VN,15.12,108.8,73.94,89,99,10.27,light rain
599,Colares,PT,38.8,-9.45,64.0,93,20,6.93,few clouds
600,Sol-Iletsk,RU,51.16,54.99,42.69,72,99,21.34,light rain
601,Derzhavinsk,KZ,51.1,66.32,35.92,80,93,21.32,overcast clouds
602,Sistranda,NO,63.73,8.83,41.0,86,75,8.05,light rain
603,Hobyo,SO,5.35,48.53,81.12,80,6,14.81,clear sky
604,Chaman,PK,30.92,66.45,48.78,50,0,1.9,clear sky
605,Polyarnyye Zori,RU,67.37,32.5,30.83,91,47,16.46,scattered clouds
606,Kokopo,PG,-4.35,152.26,76.87,86,32,3.65,scattered clouds
607,North Platte,US,41.12,-100.77,68.0,52,1,27.51,clear sky
608,Hua Hin,TH,12.57,99.96,79.25,78,45,12.66,light rain
609,Ippy,CF,6.27,21.22,73.65,73,19,1.81,few clouds
610,Slave Lake,CA,55.28,-114.77,19.4,79,90,10.29,overcast clouds
611,Synya,RU,65.37,58.04,28.63,99,94,4.47,overcast clouds
612,Barstow,US,34.9,-117.02,51.8,43,1,26.4,clear sky
613,Akyab,MM,20.15,92.9,78.19,81,0,5.55,clear sky
614,Waddan,LY,29.16,16.14,63.9,63,54,9.71,broken clouds
615,Baoshan,CN,46.56,131.42,18.82,91,1,8.12,clear sky
616,Verkhnevilyuysk,RU,63.45,120.32,-5.67,90,0,2.8,clear sky
617,Stornoway,GB,58.21,-6.39,50.0,93,75,2.24,broken clouds
618,Kant,IN,27.8,79.8,67.33,28,0,4.29,clear sky
619,Verkhovye,RU,52.81,37.24,45.39,85,93,13.65,overcast clouds
620,Griffith,US,41.53,-87.42,73.4,53,40,13.87,scattered clouds
621,Zilair,RU,52.23,57.44,35.26,94,99,21.36,overcast clouds
622,Ustka,PL,54.58,16.86,47.17,85,18,4.63,few clouds
623,Starkville,US,33.45,-88.82,79.0,64,40,11.41,scattered clouds
624,Te Anau,NZ,-45.42,167.72,42.12,85,21,1.61,few clouds
625,Aguimes,ES,27.91,-15.45,71.6,73,75,9.17,broken clouds
626,Tura,IN,25.52,90.22,66.22,73,0,4.12,clear sky
627,Wattegama,LK,6.8,81.48,76.12,86,61,3.51,light rain
628,Circleville,US,39.6,-82.95,75.99,33,1,4.52,clear sky
629,Sandnessjoen,NO,66.02,12.63,44.6,75,40,19.46,scattered clouds
630,Rudnogorsk,RU,57.26,103.75,31.71,98,86,7.52,overcast clouds
631,Mareeba,AU,-17.0,145.43,78.8,74,90,12.75,overcast clouds
632,Maniitsoq,GL,65.42,-52.9,16.81,80,0,16.53,clear sky
633,Menongue,AO,-14.66,17.69,73.35,55,68,6.82,light rain
634,Pendleton,US,45.67,-118.79,33.01,100,90,16.11,snow
635,Kribi,CM,2.95,9.92,78.04,83,60,5.64,broken clouds
636,Bell Ville,AR,-32.63,-62.69,83.14,35,100,8.72,light rain
637,Berlevag,NO,70.86,29.09,33.8,74,75,28.86,broken clouds
638,Hakodate,JP,41.78,140.74,39.2,85,75,17.22,light intensity shower rain
639,Moree,AU,-29.47,149.85,59.0,62,29,8.05,scattered clouds
640,Kamenskiy,RU,50.89,45.49,45.97,100,87,11.12,overcast clouds
641,Ust-Kuyga,RU,70.02,135.6,-25.33,84,100,6.29,overcast clouds
642,Gunjur,GM,13.2,-16.73,95.0,53,5,3.36,clear sky
643,Fomboni,KM,-12.28,43.74,81.52,73,100,3.53,overcast clouds
644,Iwaki,JP,37.05,140.88,53.01,52,61,13.0,broken clouds
645,Tornio,FI,65.85,24.15,24.8,85,0,3.36,clear sky
646,Vila Do Maio,CV,15.13,-23.22,84.2,62,40,19.46,scattered clouds
647,Karakol,KG,42.49,78.39,41.27,55,70,3.94,broken clouds
648,Herzberg,DE,51.69,13.22,41.0,93,20,2.24,few clouds
649,Carbonia,IT,39.17,8.52,66.2,88,20,6.93,few clouds
650,Tiznit,MA,29.58,-9.5,66.29,57,0,5.14,clear sky
651,Kidal,ML,18.44,1.41,79.29,17,0,10.85,clear sky
652,Makakilo City,US,21.35,-158.09,77.0,83,1,3.36,clear sky
653,Bonthe,SL,7.53,-12.51,81.45,80,44,4.45,light rain
654,Lubin,PL,51.4,16.2,46.99,93,0,2.24,fog
655,Aksarka,RU,66.56,67.8,22.6,98,97,4.83,light snow
656,Noumea,NC,-22.28,166.46,66.2,82,0,2.24,clear sky
657,Lanigan,CA,51.85,-105.03,17.6,85,100,20.8,light rain
658,Kokkola,FI,63.84,23.13,41.0,86,0,4.7,clear sky
659,Neuquen,AR,-38.95,-68.06,73.4,60,75,3.36,broken clouds
660,Wonthaggi,AU,-38.6,145.59,55.0,89,0,6.91,clear sky
661,Ayagoz,KZ,47.97,80.44,49.05,39,100,7.72,overcast clouds
662,Cairns,AU,-16.92,145.77,78.8,69,90,10.29,overcast clouds
663,Gondanglegi,ID,-7.75,112.01,76.37,77,100,7.2,overcast clouds
664,Tokur,RU,53.13,132.9,-0.54,93,23,3.09,few clouds
665,South River,US,40.45,-74.39,75.99,40,0,1.68,clear sky
666,Ajdabiya,LY,30.76,20.23,67.14,53,0,15.9,clear sky
667,Makamba,BI,-4.13,29.8,65.62,80,58,2.13,broken clouds
668,Krasnoborsk,RU,61.56,45.93,33.91,93,99,14.76,moderate rain
669,Calama,CL,-22.47,-68.93,75.2,8,0,19.46,clear sky
670,Los Llanos De Aridane,ES,28.66,-17.92,71.6,64,75,9.17,broken clouds
671,Jiayuguan,CN,39.82,98.3,34.32,61,0,2.62,clear sky
672,Lokoja,NG,7.8,6.74,83.93,55,88,3.22,overcast clouds
673,Barranca,PE,-10.75,-77.77,68.09,66,66,12.08,broken clouds
674,Port Hedland,AU,-20.32,118.57,71.6,78,0,6.93,clear sky
675,Valparaiso,CL,-33.04,-71.63,59.0,76,90,9.17,overcast clouds
